image	set	methodA	methodB	bg_bg	bg_lv	bg_my	lv_bg	lv_lv	lv_my	my_bg	my_lv	my_my
44_slice002_frame016	train	scaled_masks	imagenetTransferLearn	64783	0	29	0	399	34	18	12	261
55_slice000_frame008	train	scaled_masks	imagenetTransferLearn	64784	0	3	0	166	21	52	4	506
32_slice009_frame011	train	scaled_masks	imagenetTransferLearn	63299	0	81	0	1522	15	34	28	557
21_slice008_frame006	train	scaled_masks	imagenetTransferLearn	63812	0	59	0	712	0	14	66	873
43_slice010_frame009	train	scaled_masks	imagenetTransferLearn	63073	0	47	0	1555	9	34	38	780
28_slice004_frame008	test	scaled_masks	imagenetTransferLearn	64202	0	22	0	394	2	77	186	653
50_slice006_frame007	train	scaled_masks	imagenetTransferLearn	64279	0	17	0	299	62	53	0	826
35_slice014_frame002	val	scaled_masks	imagenetTransferLearn	63698	0	33	9	1058	48	165	82	443
32_slice007_frame001	train	scaled_masks	imagenetTransferLearn	63508	0	58	0	1293	100	36	25	516
36_slice014_frame024	val	scaled_masks	imagenetTransferLearn	65536	0	0	0	0	0	0	0	0
42_slice010_frame009	val	scaled_masks	imagenetTransferLearn	62404	0	9	0	2072	41	118	38	854
19_slice004_frame011	val	scaled_masks	imagenetTransferLearn	64092	0	51	0	807	27	19	44	496
43_slice017_frame009	train	scaled_masks	imagenetTransferLearn	65536	0	0	0	0	0	0	0	0
17_slice014_frame019	train	scaled_masks	imagenetTransferLearn	65536	0	0	0	0	0	0	0	0
31_slice005_frame004	train	scaled_masks	imagenetTransferLearn	64319	0	44	0	581	13	43	44	492
32_slice013_frame003	train	scaled_masks	imagenetTransferLearn	63800	0	125	0	1024	39	23	30	495
30_slice001_frame023	val	scaled_masks	imagenetTransferLearn	65009	0	26	0	220	21	31	18	211
35_slice015_frame012	val	scaled_masks	imagenetTransferLearn	65536	0	0	0	0	0	0	0	0
42_slice015_frame005	val	scaled_masks	imagenetTransferLearn	65536	0	0	0	0	0	0	0	0
44_slice010_frame003	train	scaled_masks	imagenetTransferLearn	63900	0	44	0	915	65	17	35	560
50_slice015_frame012	train	scaled_masks	imagenetTransferLearn	65027	190	319	0	0	0	0	0	0
52_slice005_frame018	train	scaled_masks	imagenetTransferLearn	63784	0	26	0	1065	27	62	28	544
19_slice009_frame002	val	scaled_masks	imagenetTransferLearn	62985	0	62	0	1481	3	53	49	903
32_slice005_frame011	train	scaled_masks	imagenetTransferLearn	63936	0	64	0	1029	16	12	31	448
50_slice005_frame023	train	scaled_masks	imagenetTransferLearn	64229	0	42	0	725	17	15	22	486
20_slice009_frame009	train	scaled_masks	imagenetTransferLearn	63906	0	59	0	839	5	2	44	681
20_slice010_frame020	train	scaled_masks	imagenetTransferLearn	63371	0	97	0	1412	14	4	54	584
44_slice010_frame013	train	scaled_masks	imagenetTransferLearn	63570	0	31	0	1318	68	25	5	519
51_slice012_frame015	train	scaled_masks	imagenetTransferLearn	63621	0	97	0	1133	50	4	53	578
20_slice006_frame001	train	scaled_masks	imagenetTransferLearn	63776	0	40	0	1047	14	16	38	605
