image	set	methodA	methodB	bg_bg	bg_lv	bg_my	lv_bg	lv_lv	lv_my	my_bg	my_lv	my_my
17_slice011_frame009	train	scaled_masks	plainLearn	64278	0	149	0	546	0	2	186	375
23_slice002_frame003	train	scaled_masks	plainLearn	64900	0	1	0	0	0	204	107	324
42_slice006_frame002	val	scaled_masks	plainLearn	63245	0	47	0	1245	182	104	1	712
28_slice005_frame008	test	scaled_masks	plainLearn	64012	0	73	0	616	8	44	80	703
21_slice010_frame008	train	scaled_masks	plainLearn	63641	0	36	0	1026	10	52	32	739
42_slice002_frame010	val	scaled_masks	plainLearn	64295	0	18	0	642	53	112	47	369
21_slice009_frame013	train	scaled_masks	plainLearn	63443	0	55	0	1299	17	27	24	671
42_slice004_frame006	val	scaled_masks	plainLearn	63902	0	26	0	539	58	169	22	820
17_slice004_frame004	train	scaled_masks	plainLearn	63994	0	70	0	840	57	10	11	554
23_slice011_frame016	train	scaled_masks	plainLearn	63197	0	38	0	1508	28	33	59	673
50_slice004_frame015	train	scaled_masks	plainLearn	64436	0	118	0	529	2	12	72	367
17_slice006_frame010	train	scaled_masks	plainLearn	63986	0	25	0	844	42	26	16	597
43_slice014_frame016	train	scaled_masks	plainLearn	62945	0	43	0	1604	4	22	44	874
31_slice000_frame001	train	scaled_masks	plainLearn	65536	0	0	0	0	0	0	0	0
44_slice005_frame010	train	scaled_masks	plainLearn	64051	0	90	0	892	74	9	22	398
42_slice003_frame002	val	scaled_masks	plainLearn	63931	0	19	0	623	75	209	44	635
21_slice013_frame012	train	scaled_masks	plainLearn	63768	0	107	0	1048	13	2	40	558
28_slice014_frame000	test	scaled_masks	plainLearn	65536	0	0	0	0	0	0	0	0
50_slice007_frame020	train	scaled_masks	plainLearn	63961	0	13	0	858	18	48	30	608
31_slice013_frame004	train	scaled_masks	plainLearn	65536	0	0	0	0	0	0	0	0
44_slice003_frame017	train	scaled_masks	plainLearn	64456	0	124	0	604	10	7	41	294
51_slice003_frame017	train	scaled_masks	plainLearn	64391	0	29	0	656	51	39	14	356
53_slice010_frame006	train	scaled_masks	plainLearn	63394	0	40	0	1069	12	41	41	939
22_slice014_frame007	train	scaled_masks	plainLearn	65536	0	0	0	0	0	0	0	0
53_slice010_frame007	train	scaled_masks	plainLearn	63411	0	54	0	994	7	30	64	976
19_slice004_frame004	val	scaled_masks	plainLearn	64130	0	218	0	514	3	2	44	625
51_slice008_frame014	train	scaled_masks	plainLearn	63696	0	46	0	1081	35	8	67	603
55_slice008_frame022	train	scaled_masks	plainLearn	63443	0	63	0	1235	46	39	45	665
35_slice013_frame005	val	scaled_masks	plainLearn	63678	35	285	0	912	5	3	282	336
52_slice005_frame001	train	scaled_masks	plainLearn	63768	0	43	0	1062	44	62	30	527
17_slice002_frame014	train	scaled_masks	plainLearn	64657	0	7	0	441	15	38	26	352
