image	set	methodA	methodB	bg_bg	bg_lv	bg_my	lv_bg	lv_lv	lv_my	my_bg	my_lv	my_my
26_slice012_frame016	test	scaled_masks_TR	doubleTransferLearn	62965	0	31	0	1458	81	108	20	873
27_slice001_frame013	test	scaled_masks_TR	doubleTransferLearn	64623	0	7	0	532	33	41	11	289
26_slice008_frame019	test	scaled_masks_TR	doubleTransferLearn	63027	0	85	0	1612	1	28	50	733
28_slice012_frame003	test	scaled_masks_TR	doubleTransferLearn	64081	0	26	0	927	61	30	14	397
26_slice000_frame012	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
26_slice009_frame002	test	scaled_masks_TR	doubleTransferLearn	62896	0	56	0	1650	26	102	24	782
26_slice014_frame017	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
27_slice008_frame009	test	scaled_masks_TR	doubleTransferLearn	63562	0	27	0	1128	129	78	15	597
27_slice002_frame007	test	scaled_masks_TR	doubleTransferLearn	64632	0	116	0	235	63	14	7	469
28_slice003_frame015	test	scaled_masks_TR	doubleTransferLearn	64125	0	8	0	824	18	106	26	429
28_slice011_frame017	test	scaled_masks_TR	doubleTransferLearn	63318	0	14	0	1396	72	80	16	640
27_slice012_frame003	test	scaled_masks_TR	doubleTransferLearn	65531	0	5	0	0	0	0	0	0
28_slice013_frame017	test	scaled_masks_TR	doubleTransferLearn	63914	0	31	523	505	2	341	18	202
28_slice011_frame013	test	scaled_masks_TR	doubleTransferLearn	63460	0	18	0	1312	46	53	26	621
26_slice014_frame012	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
27_slice007_frame016	test	scaled_masks_TR	doubleTransferLearn	63335	0	37	0	1433	40	74	45	572
28_slice003_frame012	test	scaled_masks_TR	doubleTransferLearn	64254	0	45	0	780	17	23	46	371
26_slice012_frame003	test	scaled_masks_TR	doubleTransferLearn	63077	0	80	0	1459	76	62	19	763
26_slice014_frame020	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
27_slice011_frame002	test	scaled_masks_TR	doubleTransferLearn	63519	0	4	5	894	368	424	16	306
27_slice000_frame000	test	scaled_masks_TR	doubleTransferLearn	65026	0	0	0	164	73	124	1	148
26_slice000_frame009	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
26_slice014_frame003	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
26_slice002_frame021	test	scaled_masks_TR	doubleTransferLearn	64331	0	27	0	731	51	23	22	351
26_slice007_frame023	test	scaled_masks_TR	doubleTransferLearn	63034	0	24	0	1660	31	75	44	668
27_slice009_frame009	test	scaled_masks_TR	doubleTransferLearn	63689	0	51	0	998	72	27	21	678
26_slice007_frame020	test	scaled_masks_TR	doubleTransferLearn	63103	0	47	0	1578	16	48	47	697
28_slice011_frame002	test	scaled_masks_TR	doubleTransferLearn	63688	0	54	0	1084	52	40	25	593
26_slice002_frame019	test	scaled_masks_TR	doubleTransferLearn	64294	0	48	0	741	6	42	28	377
26_slice003_frame021	test	scaled_masks_TR	doubleTransferLearn	64030	0	135	0	922	22	5	29	393
27_slice005_frame006	test	scaled_masks_TR	doubleTransferLearn	64034	0	205	0	674	58	4	10	551
27_slice012_frame017	test	scaled_masks_TR	doubleTransferLearn	63478	0	14	0	1277	49	72	46	600
28_slice002_frame016	test	scaled_masks_TR	doubleTransferLearn	64441	0	57	0	582	67	120	8	261
26_slice011_frame010	test	scaled_masks_TR	doubleTransferLearn	63471	0	17	0	826	0	59	154	1009
28_slice003_frame011	test	scaled_masks_TR	doubleTransferLearn	64274	0	88	0	745	23	15	24	367
26_slice013_frame015	test	scaled_masks_TR	doubleTransferLearn	62980	0	12	0	1466	116	112	17	833
27_slice004_frame003	test	scaled_masks_TR	doubleTransferLearn	64072	0	35	0	829	129	49	0	422
28_slice002_frame001	test	scaled_masks_TR	doubleTransferLearn	64328	0	1	0	554	40	195	15	403
26_slice012_frame014	test	scaled_masks_TR	doubleTransferLearn	63195	0	94	0	1285	49	65	35	813
27_slice007_frame006	test	scaled_masks_TR	doubleTransferLearn	63744	0	23	0	850	52	59	37	771
27_slice012_frame011	test	scaled_masks_TR	doubleTransferLearn	63527	0	24	6	1210	136	204	13	416
28_slice000_frame001	test	scaled_masks_TR	doubleTransferLearn	64902	0	42	34	157	83	140	7	171
28_slice000_frame012	test	scaled_masks_TR	doubleTransferLearn	64871	0	6	0	264	64	126	5	200
28_slice002_frame019	test	scaled_masks_TR	doubleTransferLearn	64447	0	69	0	624	20	15	29	332
26_slice000_frame023	test	scaled_masks_TR	doubleTransferLearn	65530	0	6	0	0	0	0	0	0
27_slice003_frame010	test	scaled_masks_TR	doubleTransferLearn	64424	0	7	3	629	108	89	0	276
26_slice005_frame003	test	scaled_masks_TR	doubleTransferLearn	63519	0	9	0	1247	10	45	51	655
26_slice003_frame024	test	scaled_masks_TR	doubleTransferLearn	63949	0	15	0	969	28	57	19	499
27_slice002_frame001	test	scaled_masks_TR	doubleTransferLearn	64468	0	61	0	616	71	8	1	311
26_slice002_frame015	test	scaled_masks_TR	doubleTransferLearn	64375	0	0	0	659	32	91	17	362
28_slice003_frame010	test	scaled_masks_TR	doubleTransferLearn	64346	0	21	0	615	65	48	15	426
26_slice007_frame011	test	scaled_masks_TR	doubleTransferLearn	63524	0	111	0	1033	22	16	67	763
27_slice007_frame015	test	scaled_masks_TR	doubleTransferLearn	63258	0	23	0	1422	31	162	61	579
